,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Yield,Comp,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,Temp,Temp (K),VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt,Alloy,Tbreak [oC],Tbreak(K),Solvus Temp. [oC],Diff_Melt_Tbreak,Tbreak (K),YS at Tbreak,Diff,Assigned Point,Criteria Satisfied,Temp Range
52,52,52,52,156,156,1700,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0.0,0.0,0.0,0.0,0.0,0.0,0.181842966,0.181842966,0.0,0.181842966,0.0,0,0.0,0,0,0.0,0,25.0,298.15,4.3634133,0.268460159,21.30479656,-3.305100013,10.67713151,65.1750272,123.6314066,0.26273446,4.3634133,5.193369679,-0.02591411,3.848348438,0.006442833,1918.868087,Al0.667CrNb0.667Ti0.667V0.667,778.3,1051.45,"1,741",1140.568087,952.0998499,1330.725241,9.45%,4944.2755729,3,3
53,53,53,53,157,157,1370,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0.0,0.0,0.0,0.0,0.0,0.0,0.181842966,0.181842966,0.0,0.181842966,0.0,0,0.0,0,0,0.0,0,600.0,873.15,4.3634133,0.268460159,21.30479656,-3.305100013,10.67713151,65.1750272,123.6314066,0.26273446,4.3634133,5.193369679,-0.02591411,3.848348438,0.006442833,1918.868087,Al0.667CrNb0.667Ti0.667V0.667,778.3,1051.45,"1,741",1140.568087,952.0998499,1330.725241,9.45%,4944.2755729,3,3
54,54,54,54,158,158,970,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0.0,0.0,0.0,0.0,0.0,0.0,0.181842966,0.181842966,0.0,0.181842966,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.3634133,0.268460159,21.30479656,-3.305100013,10.67713151,65.1750272,123.6314066,0.26273446,4.3634133,5.193369679,-0.02591411,3.848348438,0.006442833,1918.868087,Al0.667CrNb0.667Ti0.667V0.667,778.3,1051.45,"1,741",1140.568087,952.0998499,1330.725241,9.45%,4944.2755729,3,3
55,55,55,55,159,159,75,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0.0,0.0,0.0,0.0,0.0,0.0,0.181842966,0.181842966,0.0,0.181842966,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.3634133,0.268460159,21.30479656,-3.305100013,10.67713151,65.1750272,123.6314066,0.26273446,4.3634133,5.193369679,-0.02591411,3.848348438,0.006442833,1918.868087,Al0.667CrNb0.667Ti0.667V0.667,778.3,1051.45,"1,741",1140.568087,952.0998499,1330.725241,9.45%,4944.2755729,3,3
56,56,56,56,160,160,0,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0.0,0.0,0.0,0.0,0.0,0.0,0.181842966,0.181842966,0.0,0.181842966,0.0,0,0.0,0,0,0.0,0,1741.07,2014.22,4.3634133,0.268460159,21.30479656,-3.305100013,10.67713151,65.1750272,123.6314066,0.26273446,4.3634133,5.193369679,-0.02591411,3.848348438,0.006442833,1918.868087,Al0.667CrNb0.667Ti0.667V0.667,778.3,1051.45,"1,741",1140.568087,952.0998499,1330.725241,9.45%,4944.2755729,3,3
57,57,57,57,263,263,1560,CoCrFeHf0.6Ni,0.0,0.217391304,0.0,0.217391304,0.217391304,0.217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.130434783,0,25.0,298.15,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,-0.038973535,8.355387508,0.021172023,2191.999998,CoCrFeHf0.6Ni,600.0,873.15,"1,784",1591.999998,913.8698575,1272.755039,4.66%,4732.1349745,3,3
58,58,58,58,264,264,1290,CoCrFeHf0.6Ni,0.0,0.217391304,0.0,0.217391304,0.217391304,0.217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.130434783,0,600.0,873.15,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,-0.038973535,8.355387508,0.021172023,2191.999998,CoCrFeHf0.6Ni,600.0,873.15,"1,784",1591.999998,913.8698575,1272.755039,4.66%,4732.1349745,3,3
59,59,59,59,265,265,470,CoCrFeHf0.6Ni,0.0,0.217391304,0.0,0.217391304,0.217391304,0.217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.130434783,0,800.0,1073.15,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,-0.038973535,8.355387508,0.021172023,2191.999998,CoCrFeHf0.6Ni,600.0,873.15,"1,784",1591.999998,913.8698575,1272.755039,4.66%,4732.1349745,3,3
60,60,60,60,266,266,0,CoCrFeHf0.6Ni,0.0,0.217391304,0.0,0.217391304,0.217391304,0.217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.130434783,0,1783.74,2056.89,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,-0.038973535,8.355387508,0.021172023,2191.999998,CoCrFeHf0.6Ni,600.0,873.15,"1,784",1591.999998,913.8698575,1272.755039,4.66%,4732.1349745,3,3
61,61,61,61,224,224,1298,CrNbTiVZr,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,25.0,298.15,5.0,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5.0,5.916,-0.047344,2.48,0.0264,2291.15,CrNbTiVZr,640.6,913.75,"1,963",1650.55,972.3025802,1215.809492,6.41%,4619.7310562,3,3
62,62,62,62,225,225,1230,CrNbTiVZr,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,600.0,873.15,5.0,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5.0,5.916,-0.047344,2.48,0.0264,2291.15,CrNbTiVZr,640.6,913.75,"1,963",1650.55,972.3025802,1215.809492,6.41%,4619.7310562,3,3
63,63,63,63,226,226,615,CrNbTiVZr,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,5.0,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5.0,5.916,-0.047344,2.48,0.0264,2291.15,CrNbTiVZr,640.6,913.75,"1,963",1650.55,972.3025802,1215.809492,6.41%,4619.7310562,3,3
64,64,64,64,227,227,259,CrNbTiVZr,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,5.0,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5.0,5.916,-0.047344,2.48,0.0264,2291.15,CrNbTiVZr,640.6,913.75,"1,963",1650.55,972.3025802,1215.809492,6.41%,4619.7310562,3,3
65,65,65,65,228,228,0,CrNbTiVZr,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,1963.0,2236.15,5.0,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5.0,5.916,-0.047344,2.48,0.0264,2291.15,CrNbTiVZr,640.6,913.75,"1,963",1650.55,972.3025802,1215.809492,6.41%,4619.7310562,3,3
66,66,66,66,286,286,1250,CoCrFeHf0.5Ni,0.0,0.222222222,0.0,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.111111111,0,25.0,298.15,7.77777777,0.187129057,8.384886205,-13.53086417,13.14521343,84.55555547,165.5555554,0.29,7.555555548,7.238888882,-0.033955555,8.29629628,0.011851852,2185.02222,CoCrFeHf0.5Ni,600.0,873.15,"1,756",1585.02222,907.3198324,1197.092473,3.91%,4498.5972514000005,3,3
67,67,67,67,287,287,1200,CoCrFeHf0.5Ni,0.0,0.222222222,0.0,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.111111111,0,600.0,873.15,7.77777777,0.187129057,8.384886205,-13.53086417,13.14521343,84.55555547,165.5555554,0.29,7.555555548,7.238888882,-0.033955555,8.29629628,0.011851852,2185.02222,CoCrFeHf0.5Ni,600.0,873.15,"1,756",1585.02222,907.3198324,1197.092473,3.91%,4498.5972514000005,3,3
68,68,68,68,288,288,420,CoCrFeHf0.5Ni,0.0,0.222222222,0.0,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.111111111,0,800.0,1073.15,7.77777777,0.187129057,8.384886205,-13.53086417,13.14521343,84.55555547,165.5555554,0.29,7.555555548,7.238888882,-0.033955555,8.29629628,0.011851852,2185.02222,CoCrFeHf0.5Ni,600.0,873.15,"1,756",1585.02222,907.3198324,1197.092473,3.91%,4498.5972514000005,3,3
69,69,69,69,289,289,0,CoCrFeHf0.5Ni,0.0,0.222222222,0.0,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.111111111,0,1756.33,2029.48,7.77777777,0.187129057,8.384886205,-13.53086417,13.14521343,84.55555547,165.5555554,0.29,7.555555548,7.238888882,-0.033955555,8.29629628,0.011851852,2185.02222,CoCrFeHf0.5Ni,600.0,873.15,"1,756",1585.02222,907.3198324,1197.092473,3.91%,4498.5972514000005,3,3
70,70,70,70,143,143,1180,CoCrFeHf0.4Ni,0.0,0.227272727,0.0,0.227272727,0.227272727,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.090909091,0,25.0,298.15,7.863636355,0.175633446,7.712881039,-11.94214875,13.01060934,84.99999991,166.8181816,0.288181818,7.681818173,7.25727272,-0.02843595,8.22314048,0.001652893,2177.727271,CoCrFeHf0.4Ni,600.0,873.15,"1,728",1577.727271,962.2754438,1145.418744,10.21%,4398.5316758,3,3
71,71,71,71,144,144,1150,CoCrFeHf0.4Ni,0.0,0.227272727,0.0,0.227272727,0.227272727,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.090909091,0,600.0,873.15,7.863636355,0.175633446,7.712881039,-11.94214875,13.01060934,84.99999991,166.8181816,0.288181818,7.681818173,7.25727272,-0.02843595,8.22314048,0.001652893,2177.727271,CoCrFeHf0.4Ni,600.0,873.15,"1,728",1577.727271,962.2754438,1145.418744,10.21%,4398.5316758,3,3
72,72,72,72,145,145,540,CoCrFeHf0.4Ni,0.0,0.227272727,0.0,0.227272727,0.227272727,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.090909091,0,800.0,1073.15,7.863636355,0.175633446,7.712881039,-11.94214875,13.01060934,84.99999991,166.8181816,0.288181818,7.681818173,7.25727272,-0.02843595,8.22314048,0.001652893,2177.727271,CoCrFeHf0.4Ni,600.0,873.15,"1,728",1577.727271,962.2754438,1145.418744,10.21%,4398.5316758,3,3
73,73,73,73,146,146,0,CoCrFeHf0.4Ni,0.0,0.227272727,0.0,0.227272727,0.227272727,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.090909091,0,1727.68,2000.83,7.863636355,0.175633446,7.712881039,-11.94214875,13.01060934,84.99999991,166.8181816,0.288181818,7.681818173,7.25727272,-0.02843595,8.22314048,0.001652893,2177.727271,CoCrFeHf0.4Ni,600.0,873.15,"1,728",1577.727271,962.2754438,1145.418744,10.21%,4398.5316758,3,3
74,74,74,74,243,243,520,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,600.0,873.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
75,75,75,75,244,244,500,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,800.0,1073.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
76,76,76,76,245,245,540,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,1000.0,1273.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
77,77,77,77,246,246,200,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,1200.0,1473.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
78,78,78,78,247,247,0,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,1857.0,2130.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
79,79,79,79,248,248,1100,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,23.0,296.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
80,80,80,80,249,249,520,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,600.0,873.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
81,81,81,81,250,250,500,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,800.0,1073.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
82,82,82,82,251,251,540,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,1000.0,1273.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
83,83,83,83,252,252,200,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,1200.0,1473.15,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
84,84,84,84,253,253,0,AlMoNbTi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0,0.0,0,0,0.0,0,1857.1,2130.25,4.0,0.452513812,29.05583385,-2.0,8.644238489,53.25,127.5,0.2675,4.0,4.7425,0.008375,-2.5,-0.0775,1896.8625,AlMoNbTi,1037.0,1310.15,"1,857",859.8625,1377.774998,430.4741639,5.16%,3960.6199814,2,5
85,85,85,85,129,129,1500,AlNbTiVZr,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,25.0,298.15,3.8,0.292232784,23.47985336,-0.16,10.70469344,43.8,106.8,0.294,3.8,4.486,-0.014,-7.16,0.0048,1800.52,AlNbTiVZr,600.0,873.15,"1,714",1200.52,972.2010972,1104.151232,11.34%,4284.654793199999,3,3
86,86,86,86,130,130,1155,AlNbTiVZr,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,600.0,873.15,3.8,0.292232784,23.47985336,-0.16,10.70469344,43.8,106.8,0.294,3.8,4.486,-0.014,-7.16,0.0048,1800.52,AlNbTiVZr,600.0,873.15,"1,714",1200.52,972.2010972,1104.151232,11.34%,4284.654793199999,3,3
87,87,87,87,131,131,550,AlNbTiVZr,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,3.8,0.292232784,23.47985336,-0.16,10.70469344,43.8,106.8,0.294,3.8,4.486,-0.014,-7.16,0.0048,1800.52,AlNbTiVZr,600.0,873.15,"1,714",1200.52,972.2010972,1104.151232,11.34%,4284.654793199999,3,3
88,88,88,88,132,132,0,AlNbTiVZr,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0,0.0,0,0,0.0,0,1714.0,1987.15,3.8,0.292232784,23.47985336,-0.16,10.70469344,43.8,106.8,0.294,3.8,4.486,-0.014,-7.16,0.0048,1800.52,AlNbTiVZr,600.0,873.15,"1,714",1200.52,972.2010972,1104.151232,11.34%,4284.654793199999,3,3
89,89,89,89,84,84,1485,AlNbTiVZr0.5,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.111111111,0.222222222,0.0,0,0.0,0,0,0.0,0,25.0,298.15,3.777777774,0.316210415,26.00598079,-0.197530864,10.36634688,44.99999996,108.2222221,0.288888889,3.777777774,4.47444444,-0.010123457,-7.432098751,-8.67e-18,1764.116665,AlNbTiVZr0.5,600.0,873.15,"1,698",1164.116665,1010.357826,1064.489393,15.71%,4203.826005000001,3,3
90,90,90,90,85,85,1135,AlNbTiVZr0.5,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.111111111,0.222222222,0.0,0,0.0,0,0,0.0,0,600.0,873.15,3.777777774,0.316210415,26.00598079,-0.197530864,10.36634688,44.99999996,108.2222221,0.288888889,3.777777774,4.47444444,-0.010123457,-7.432098751,-8.67e-18,1764.116665,AlNbTiVZr0.5,600.0,873.15,"1,698",1164.116665,1010.357826,1064.489393,15.71%,4203.826005000001,3,3
91,91,91,91,86,86,675,AlNbTiVZr0.5,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.111111111,0.222222222,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,3.777777774,0.316210415,26.00598079,-0.197530864,10.36634688,44.99999996,108.2222221,0.288888889,3.777777774,4.47444444,-0.010123457,-7.432098751,-8.67e-18,1764.116665,AlNbTiVZr0.5,600.0,873.15,"1,698",1164.116665,1010.357826,1064.489393,15.71%,4203.826005000001,3,3
92,92,92,92,87,87,0,AlNbTiVZr0.5,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.111111111,0.222222222,0.0,0,0.0,0,0,0.0,0,1698.0,1971.15,3.777777774,0.316210415,26.00598079,-0.197530864,10.36634688,44.99999996,108.2222221,0.288888889,3.777777774,4.47444444,-0.010123457,-7.432098751,-8.67e-18,1764.116665,AlNbTiVZr0.5,600.0,873.15,"1,698",1164.116665,1010.357826,1064.489393,15.71%,4203.826005000001,3,3
93,93,93,93,64,64,1360,AlNbTiVZr0.25,0.235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.235294118,0.058823529,0.235294118,0.0,0,0.0,0,0,0.0,0,25.0,298.15,3.764705886,0.330173365,27.49476602,-0.221453288,9.877149929,45.70588241,109.0588236,0.285882353,3.764705886,4.467647063,-0.00733564,-7.543252611,-0.003321799,1742.702943,AlNbTiVZr0.25,600.0,873.15,"1,683",1142.702943,1054.510928,985.9534424,20.77%,4012.3712551999997,3,3
94,94,94,94,65,65,1065,AlNbTiVZr0.25,0.235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.235294118,0.058823529,0.235294118,0.0,0,0.0,0,0,0.0,0,600.0,873.15,3.764705886,0.330173365,27.49476602,-0.221453288,9.877149929,45.70588241,109.0588236,0.285882353,3.764705886,4.467647063,-0.00733564,-7.543252611,-0.003321799,1742.702943,AlNbTiVZr0.25,600.0,873.15,"1,683",1142.702943,1054.510928,985.9534424,20.77%,4012.3712551999997,3,3
95,95,95,95,66,66,855,AlNbTiVZr0.25,0.235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.235294118,0.058823529,0.235294118,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,3.764705886,0.330173365,27.49476602,-0.221453288,9.877149929,45.70588241,109.0588236,0.285882353,3.764705886,4.467647063,-0.00733564,-7.543252611,-0.003321799,1742.702943,AlNbTiVZr0.25,600.0,873.15,"1,683",1142.702943,1054.510928,985.9534424,20.77%,4012.3712551999997,3,3
96,96,96,96,67,67,0,AlNbTiVZr0.25,0.235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.235294118,0.058823529,0.235294118,0.0,0,0.0,0,0,0.0,0,1683.0,1956.15,3.764705886,0.330173365,27.49476602,-0.221453288,9.877149929,45.70588241,109.0588236,0.285882353,3.764705886,4.467647063,-0.00733564,-7.543252611,-0.003321799,1742.702943,AlNbTiVZr0.25,600.0,873.15,"1,683",1142.702943,1054.510928,985.9534424,20.77%,4012.3712551999997,3,3
97,97,97,97,308,308,1054,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,20.0,293.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
98,98,98,98,309,309,968,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,100.0,373.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
99,99,99,99,310,310,869,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,200.0,473.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
100,100,100,100,311,311,754,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,300.0,573.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
101,101,101,101,312,312,627,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,400.0,673.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
102,102,102,102,313,313,596,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,600.0,873.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
103,103,103,103,314,314,564,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,800.0,1073.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
104,104,104,104,315,315,459,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,1000.0,1273.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
105,105,105,105,316,316,0,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,2646.0,2919.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5
106,106,106,106,102,102,1300,AlCr0.5NbTiV,0.222222222,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.0,0.222222222,0.0,0,0.0,0,0,0.0,0,25.0,298.15,3.999999996,0.315794989,25.90367944,-1.777777774,10.36634688,54.11111106,115.5555554,0.274444444,3.999999996,4.758888884,-0.014881481,-2.098765428,-0.000740741,1800.227776,AlCr0.5NbTiV,773.0,1046.15,"1,704",1027.227776,912.0007755,990.653071,12.82%,3883.9599885000002,3,3
