ID,Temp,Yield,Comp,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Gamma,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt
191,800,420,CoCrFeHf0.5Ni,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,7.77777777,0.187129057,8.384886205,-13.53086417,13.14521343,84.55555547,165.5555554,0.29,7.555555548,7.238888882,1.315176859,-0.033955555,8.29629628,0.011851852,2185.02222
192,1756.33,0,CoCrFeHf0.5Ni,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,7.77777777,0.187129057,8.384886205,-13.53086417,13.14521343,84.55555547,165.5555554,0.29,7.555555548,7.238888882,1.315176859,-0.033955555,8.29629628,0.011851852,2185.02222
193,25,1560,CoCrFeHf0.6Ni,0,0.217391304,0,0.217391304,0.217391304,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,1.315176859,-0.038973535,8.355387508,0.021172023,2191.999998
194,600,1290,CoCrFeHf0.6Ni,0,0.217391304,0,0.217391304,0.217391304,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,1.315176859,-0.038973535,8.355387508,0.021172023,2191.999998
195,800,470,CoCrFeHf0.6Ni,0,0.217391304,0,0.217391304,0.217391304,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,1.315176859,-0.038973535,8.355387508,0.021172023,2191.999998
196,1783.74,0,CoCrFeHf0.6Ni,0,0.217391304,0,0.217391304,0.217391304,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0.130434783,0,7.695652164,0.196976197,8.938500144,-14.97164462,13.24158918,84.13043469,164.3478259,0.29173913,7.434782598,7.22130434,1.315176859,-0.038973535,8.355387508,0.021172023,2191.999998
197,22,1005,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0,0,0,5,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5,5.929,1.303576833,-0.040344,-1.12,0.0129,2304.95
198,600,775,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0,0,0,5,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5,5.929,1.303576833,-0.040344,-1.12,0.0129,2304.95
199,700,535,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0,0,0,5,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5,5.929,1.303576833,-0.040344,-1.12,0.0129,2304.95
200,800,205,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0,0,0,5,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5,5.929,1.303576833,-0.040344,-1.12,0.0129,2304.95
201,1000,60,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0,0,0,5,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5,5.929,1.303576833,-0.040344,-1.12,0.0129,2304.95
202,1977.2,0,Cr20Nb30Ti40Zr10,0,0.2,0,0,0,0,0,0,0.4,0,0.1,0.3,0,0,0,0,0,0,0,5,0.089044932,6.901323729,-3.44,10.64070803,75.4,136.4,0.34,5,5.929,1.303576833,-0.040344,-1.12,0.0129,2304.95
203,25,1595,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0,0,0,5.1,0.219809008,7.986019711,-4.92,14.53343194,77.8,149.8,0.327,5.2,5.971,1.30435044,-0.031814,6.48,-0.0374,2500.45
204,800,983,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0,0,0,5.1,0.219809008,7.986019711,-4.92,14.53343194,77.8,149.8,0.327,5.2,5.971,1.30435044,-0.031814,6.48,-0.0374,2500.45
205,1000,546,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0,0,0,5.1,0.219809008,7.986019711,-4.92,14.53343194,77.8,149.8,0.327,5.2,5.971,1.30435044,-0.031814,6.48,-0.0374,2500.45
206,1200,170,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0,0,0,5.1,0.219809008,7.986019711,-4.92,14.53343194,77.8,149.8,0.327,5.2,5.971,1.30435044,-0.031814,6.48,-0.0374,2500.45
207,2145,0,CrMo0.5NbTa0.5TiZr,0,0.2,0,0,0,0,0,0.1,0.2,0,0.2,0.2,0.1,0,0,0,0,0,0,5.1,0.219809008,7.986019711,-4.92,14.53343194,77.8,149.8,0.327,5.2,5.971,1.30435044,-0.031814,6.48,-0.0374,2500.45
208,23,1518,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65
209,300,1432,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65
210,500,1270,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65
211,700,1142,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65
212,800,1121,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65
213,900,1095,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65
214,1000,1080,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65
215,2229,0,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,5.75,0.230475053,5.544761499,-4,11.52565132,80.25,180,0.3225,5.75,6.83,1.182876058,-0.02885625,5.3125,-0.091875,2570.65
216,25,1298,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,5,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5,5.916,1.305475186,-0.047344,2.48,0.0264,2291.15
217,600,1230,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,5,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5,5.916,1.305475186,-0.047344,2.48,0.0264,2291.15
218,800,615,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,5,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5,5.916,1.305475186,-0.047344,2.48,0.0264,2291.15
219,1000,259,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,5,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5,5.916,1.305475186,-0.047344,2.48,0.0264,2291.15
220,1963,0,CrNbTiVZr,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,5,0.117881296,8.334359749,-4.64,13.3808668,66.8,138.8,0.336,5,5.916,1.305475186,-0.047344,2.48,0.0264,2291.15
221,25,1260,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,5,0.12437343,8.707538803,-5,11.52565132,74.25,133.5,0.3275,5,5.905,1.303576833,-0.05016875,2.5625,0.024375,2318.15
222,600,1035,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,5,0.12437343,8.707538803,-5,11.52565132,74.25,133.5,0.3275,5,5.905,1.303576833,-0.05016875,2.5625,0.024375,2318.15
223,800,300,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,5,0.12437343,8.707538803,-5,11.52565132,74.25,133.5,0.3275,5,5.905,1.303576833,-0.05016875,2.5625,0.024375,2318.15
224,1000,115,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,5,0.12437343,8.707538803,-5,11.52565132,74.25,133.5,0.3275,5,5.905,1.303576833,-0.05016875,2.5625,0.024375,2318.15
225,1977,0,CrNbTiZr,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,5,0.12437343,8.707538803,-5,11.52565132,74.25,133.5,0.3275,5,5.905,1.303576833,-0.05016875,2.5625,0.024375,2318.15
226,25,2050,CrTaTi0.3VW,0,0.23255814,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0,0,0,0,0.23255814,0,0,0,0,5.395348848,0.33010561,5.525285507,-4.586262863,12.82528553,103.5348839,200.6976748,0.304186047,5.860465128,6.464651176,1.181857738,-0.013319091,-2.195781512,-0.134072472,2901.615122
227,1200,586,CrTaTi0.3VW,0,0.23255814,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0,0,0,0,0.23255814,0,0,0,0,5.395348848,0.33010561,5.525285507,-4.586262863,12.82528553,103.5348839,200.6976748,0.304186047,5.860465128,6.464651176,1.181857738,-0.013319091,-2.195781512,-0.134072472,2901.615122
228,2501,0,CrTaTi0.3VW,0,0.23255814,0,0,0,0,0,0.23255814,0.069767442,0.23255814,0,0,0,0,0.23255814,0,0,0,0,5.395348848,0.33010561,5.525285507,-4.586262863,12.82528553,103.5348839,200.6976748,0.304186047,5.860465128,6.464651176,1.181857738,-0.013319091,-2.195781512,-0.134072472,2901.615122
229,25,2327,CrTaVW,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,5.5,0.335959447,5.562046015,-4.25,11.52565132,108,207.5,0.3,6,6.5925,1.182755511,-0.01535625,-3.25,-0.139375,2973.65
230,1200,979,CrTaVW,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,5.5,0.335959447,5.562046015,-4.25,11.52565132,108,207.5,0.3,6,6.5925,1.182755511,-0.01535625,-3.25,-0.139375,2973.65
231,2564,0,CrTaVW,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,5.5,0.335959447,5.562046015,-4.25,11.52565132,108,207.5,0.3,6,6.5925,1.182755511,-0.01535625,-3.25,-0.139375,2973.65
232,25,1037,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094
233,25,942,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094
234,1000,584,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094
235,1200,577,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094
236,1400,455,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094
237,2998.64,0,Hf0.25NbTaW0.5,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094
238,25,822,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.30738523,0.177644711,0,0.127744511,0.30738523,0,0,0,0,0,0.079840319,0,4.922155694,0.101210115,3.982025991,2.441902624,12.44487849,86.38323363,154.0638724,0.364391218,5.069860286,5.787624756,1.128816417,-0.012406006,4.782235931,0.00191059,2757.389524
239,60,795,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.30738523,0.177644711,0,0.127744511,0.30738523,0,0,0,0,0,0.079840319,0,4.922155694,0.101210115,3.982025991,2.441902624,12.44487849,86.38323363,154.0638724,0.364391218,5.069860286,5.787624756,1.128816417,-0.012406006,4.782235931,0.00191059,2757.389524
240,100,765,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.30738523,0.177644711,0,0.127744511,0.30738523,0,0,0,0,0,0.079840319,0,4.922155694,0.101210115,3.982025991,2.441902624,12.44487849,86.38323363,154.0638724,0.364391218,5.069860286,5.787624756,1.128816417,-0.012406006,4.782235931,0.00191059,2757.389524
241,200,650,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.30738523,0.177644711,0,0.127744511,0.30738523,0,0,0,0,0,0.079840319,0,4.922155694,0.101210115,3.982025991,2.441902624,12.44487849,86.38323363,154.0638724,0.364391218,5.069860286,5.787624756,1.128816417,-0.012406006,4.782235931,0.00191059,2757.389524
242,300,590,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.30738523,0.177644711,0,0.127744511,0.30738523,0,0,0,0,0,0.079840319,0,4.922155694,0.101210115,3.982025991,2.441902624,12.44487849,86.38323363,154.0638724,0.364391218,5.069860286,5.787624756,1.128816417,-0.012406006,4.782235931,0.00191059,2757.389524
243,2402,0,Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0,0,0,0,0,0,0,0.30738523,0.177644711,0,0.127744511,0.30738523,0,0,0,0,0,0.079840319,0,4.922155694,0.101210115,3.982025991,2.441902624,12.44487849,86.38323363,154.0638724,0.364391218,5.069860286,5.787624756,1.128816417,-0.012406006,4.782235931,0.00191059,2757.389524
244,-268.8,2390,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
245,-268.8,2250,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
246,-268.8,2210,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
247,-196,1920,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
248,-196,1880,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
249,-153,1640,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
250,-153,1550,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
251,-103,1380,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
252,-103,1370,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
253,-43,1200,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
254,-43,1180,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
255,25,1150,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
256,25,1100,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
257,72,1040,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
258,72,1020,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
259,2096,0,Hf0.75NbTa0.5Ti1.5Zr1.25,0,0,0,0,0,0,0,0.1,0.3,0,0.25,0.2,0,0,0,0,0,0.15,0,4.5,0.118594899,4.986049277,2.36,12.84080274,64.2,127,0.3625,4.3,5.502,1.128816417,-0.022825,-1.8,0.023625,2396.6275
260,25,1617,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.23255814,0.11627907,0,0.23255814,0.11627907,0,0,0,0,0.23255814,0.069767442,4.813953498,0.254130827,8.473868286,-16.36560309,14.16547755,65.97674432,142.9534887,0.36139535,4.348837218,6.098604663,1.463585544,-0.004315846,-4.36452138,-0.003082747,2382.104656
261,1200,166,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.23255814,0.11627907,0,0.23255814,0.11627907,0,0,0,0,0.23255814,0.069767442,4.813953498,0.254130827,8.473868286,-16.36560309,14.16547755,65.97674432,142.9534887,0.36139535,4.348837218,6.098604663,1.463585544,-0.004315846,-4.36452138,-0.003082747,2382.104656
262,2109,0,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.23255814,0.11627907,0,0.23255814,0.11627907,0,0,0,0,0.23255814,0.069767442,4.813953498,0.254130827,8.473868286,-16.36560309,14.16547755,65.97674432,142.9534887,0.36139535,4.348837218,6.098604663,1.463585544,-0.004315846,-4.36452138,-0.003082747,2382.104656
263,1000,398,HfMo0.5NbSi0.3TiV0.5,0,0,0,0,0,0,0,0,0.23255814,0.11627907,0,0.23255814,0.11627907,0,0,0,0,0.23255814,0.069767442,4.813953498,0.254130827,8.473868286,-16.36560309,14.16547755,65.97674432,142.9534887,0.36139535,4.348837218,6.098604663,1.463585544,-0.004315846,-4.36452138,-0.003082747,2382.104656
264,25,1600,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0,4.833333343,0.28439507,5.731763804,-0.888888892,14.89668824,71.83333348,152.3333336,0.353333334,4.666666676,5.895000012,1.188125452,-0.008583333,3.972222238,-0.031388889,2630.791672
265,800,1045,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0,4.833333343,0.28439507,5.731763804,-0.888888892,14.89668824,71.83333348,152.3333336,0.353333334,4.666666676,5.895000012,1.188125452,-0.008583333,3.972222238,-0.031388889,2630.791672
266,1000,855,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0,4.833333343,0.28439507,5.731763804,-0.888888892,14.89668824,71.83333348,152.3333336,0.353333334,4.666666676,5.895000012,1.188125452,-0.008583333,3.972222238,-0.031388889,2630.791672
267,1200,404,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0,4.833333343,0.28439507,5.731763804,-0.888888892,14.89668824,71.83333348,152.3333336,0.353333334,4.666666676,5.895000012,1.188125452,-0.008583333,3.972222238,-0.031388889,2630.791672
268,2279,0,HfMoNbTaTiZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0,4.833333343,0.28439507,5.731763804,-0.888888892,14.89668824,71.83333348,152.3333336,0.353333334,4.666666676,5.895000012,1.188125452,-0.008583333,3.972222238,-0.031388889,2630.791672
269,23,1575,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0.2,0,4.8,0.309554519,6.209384292,-1.6,13.3808668,62.2,142.8,0.356,4.4,5.998,1.187855316,-0.00664,-5.84,-0.028,2444.32
270,800,825,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0.2,0,4.8,0.309554519,6.209384292,-1.6,13.3808668,62.2,142.8,0.356,4.4,5.998,1.187855316,-0.00664,-5.84,-0.028,2444.32
271,1000,635,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0.2,0,4.8,0.309554519,6.209384292,-1.6,13.3808668,62.2,142.8,0.356,4.4,5.998,1.187855316,-0.00664,-5.84,-0.028,2444.32
272,1200,187,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0.2,0,4.8,0.309554519,6.209384292,-1.6,13.3808668,62.2,142.8,0.356,4.4,5.998,1.187855316,-0.00664,-5.84,-0.028,2444.32
273,2297,0,HfMoNbTiZr,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0.2,0,4.8,0.309554519,6.209384292,-1.6,13.3808668,62.2,142.8,0.356,4.4,5.998,1.187855316,-0.00664,-5.84,-0.028,2444.32
274,25,1399,HfNbSi0.5TiV,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0.222222222,0.111111111,4.666666662,0.171464282,9.701425006,-24.19753082,13.14521343,62.88888883,133.2222221,0.364444444,4.222222218,5.907777772,1.462942855,0.004444444,-6.592592579,-0.000740741,2271.988887
275,800,875,HfNbSi0.5TiV,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0.222222222,0.111111111,4.666666662,0.171464282,9.701425006,-24.19753082,13.14521343,62.88888883,133.2222221,0.364444444,4.222222218,5.907777772,1.462942855,0.004444444,-6.592592579,-0.000740741,2271.988887
276,1000,240,HfNbSi0.5TiV,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0.222222222,0.111111111,4.666666662,0.171464282,9.701425006,-24.19753082,13.14521343,62.88888883,133.2222221,0.364444444,4.222222218,5.907777772,1.462942855,0.004444444,-6.592592579,-0.000740741,2271.988887
277,1999,0,HfNbSi0.5TiV,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0.222222222,0.111111111,4.666666662,0.171464282,9.701425006,-24.19753082,13.14521343,62.88888883,133.2222221,0.364444444,4.222222218,5.907777772,1.462942855,0.004444444,-6.592592579,-0.000740741,2271.988887
278,25,1540,HfNbSi0.5TiVZr,0,0,0,0,0,0,0,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0.181818182,0.090909091,4.54545455,0.178672793,9.863406091,-21.75206616,14.69716889,57.45454551,126.0909092,0.36,4.181818186,5.668181824,1.467404642,0.001818182,-7.867768611,-0.000991736,2245.836366
